Alternating Renegade Row,http://www.bodybuilding.com/exercises/exerciseImages/sequences/506/Male/m/506_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/506/Male/m/506_2.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/506/Male/m/506_3.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/506/Male/m/506_4.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif
Ankle On The Knee,http://www.bodybuilding.com/exercises/exerciseImages/sequences/394/Male/m/394_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/394/Male/m/394_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/14.gif
Anti-Gravity Press,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1811/Male/m/1811_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1811/Male/m/1811_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/12.gif
Arnold Dumbbell Press,http://www.bodybuilding.com/exercises/exerciseImages/sequences/82/Male/m/82_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/82/Male/m/82_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/12.gif
Atlas Stone Trainer,http://www.bodybuilding.com/exercises/exerciseImages/sequences/727/Male/m/727_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/727/Male/m/727_2.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/727/Male/m/727_3.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/5.gif
Axle Deadlift,http://www.bodybuilding.com/exercises/exerciseImages/sequences/750/Male/m/750_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/750/Male/m/750_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/5.gif
Back Flyes - With Bands,http://www.bodybuilding.com/exercises/exerciseImages/sequences/253/Male/m/253_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/253/Male/m/253_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/12.gif
Backward Medicine Ball Throw,http://www.bodybuilding.com/exercises/exerciseImages/sequences/764/Male/m/764_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/764/Male/m/764_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/12.gif
Ball Leg Curl,http://www.bodybuilding.com/exercises/exerciseImages/sequences/861/Male/m/861_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/861/Male/m/861_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif
Band Good Morning,http://www.bodybuilding.com/exercises/exerciseImages/sequences/729/Male/m/729_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/729/Male/m/729_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif
Band Hip Adductions,http://www.bodybuilding.com/exercises/exerciseImages/sequences/850/Male/m/850_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/850/Male/m/850_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/17.gif
Band Skull Crusher,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1211/Male/m/1211_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1211/Male/m/1211_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/10.gif
Barbell Ab Rollout - On Knees,http://www.bodybuilding.com/exercises/exerciseImages/sequences/206/Male/m/206_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/206/Male/m/206_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/13.gif
Barbell Curl,http://www.bodybuilding.com/exercises/exerciseImages/sequences/169/Male/m/169_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/169/Male/m/169_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif
Barbell Deadlift,http://www.bodybuilding.com/exercises/exerciseImages/sequences/112/Male/m/112_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/112/Male/m/112_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/5.gif
Barbell Glute Bridge,http://www.bodybuilding.com/exercises/exerciseImages/sequences/662/Male/m/662_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/662/Male/m/662_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/14.gif
Barbell Hack Squat,http://www.bodybuilding.com/exercises/exerciseImages/sequences/84/Male/m/84_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/84/Male/m/84_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Barbell Incline Bench Press - Medium Grip,http://www.bodybuilding.com/exercises/exerciseImages/sequences/369/Male/m/369_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/369/Male/m/369_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif
Barbell Lunge,http://www.bodybuilding.com/exercises/exerciseImages/sequences/41/Male/m/41_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/41/Male/m/41_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Barbell Rollout from Bench,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1961/Male/m/1961_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1961/Male/m/1961_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/13.gif
Barbell Shoulder Press,http://www.bodybuilding.com/exercises/exerciseImages/sequences/308/Male/m/308_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/308/Male/m/308_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/12.gif
Barbell Shrug Behind The Back,http://www.bodybuilding.com/exercises/exerciseImages/sequences/216/Male/m/216_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/216/Male/m/216_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/11.gif
Barbell Side Split Squat,http://www.bodybuilding.com/exercises/exerciseImages/sequences/310/Male/m/310_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/310/Male/m/310_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Barbell Squat To A Bench,http://www.bodybuilding.com/exercises/exerciseImages/sequences/58/Male/m/58_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/58/Male/m/58_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Barbell Walking Lunge,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2241/Male/m/2241_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2241/Male/m/2241_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Bear Crawl Sled Drags,http://www.bodybuilding.com/exercises/exerciseImages/sequences/730/Male/m/730_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/730/Male/m/730_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Bench Dips,http://www.bodybuilding.com/exercises/exerciseImages/sequences/344/Male/m/344_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/344/Male/m/344_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/10.gif
Bench Press - Powerlifting,http://www.bodybuilding.com/exercises/exerciseImages/sequences/663/Male/m/663_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/663/Male/m/663_2.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/663/Male/m/663_3.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/10.gif
Bench Press with Chains,http://www.bodybuilding.com/exercises/exerciseImages/sequences/732/Male/m/732_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/732/Male/m/732_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/10.gif
Bent Over Barbell Row,http://www.bodybuilding.com/exercises/exerciseImages/sequences/20/Male/m/20_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/20/Male/m/20_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif
Bent Over Low-Pulley Side Lateral,http://www.bodybuilding.com/exercises/exerciseImages/sequences/73/Male/m/73_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/73/Male/m/73_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/12.gif
Bent Over Two-Arm Long Bar Row,http://www.bodybuilding.com/exercises/exerciseImages/sequences/18/Male/m/18_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/18/Male/m/18_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif
Bent Over Two-Dumbbell Row With Palms In,http://www.bodybuilding.com/exercises/exerciseImages/sequences/17/Male/m/17_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/17/Male/m/17_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif
Bent-Arm Barbell Pullover,http://www.bodybuilding.com/exercises/exerciseImages/sequences/49/Male/m/49_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/49/Male/m/49_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/3.gif
Bent-Knee Hip Raise,http://www.bodybuilding.com/exercises/exerciseImages/sequences/118/Male/m/118_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/118/Male/m/118_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/13.gif
"""Bicycling",http://www.bodybuilding.com/exercises/exerciseImages/sequences/647/Male/m/647_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/647/Male/m/647_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Body Tricep Press,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1291/Male/m/1291_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1291/Male/m/1291_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/10.gif
Bodyweight Flyes,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1561/Male/m/1561_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1561/Male/m/1561_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif
Bodyweight Squat,http://www.bodybuilding.com/exercises/exerciseImages/sequences/855/Male/m/855_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/855/Male/m/855_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Bosu Ball Cable Crunch With Side Bends,http://www.bodybuilding.com/exercises/exerciseImages/sequences/932/Male/m/932_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/932/Male/m/932_2.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/932/Male/m/932_3.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/13.gif
Bottoms-Up Clean From The Hang Position,http://www.bodybuilding.com/exercises/exerciseImages/sequences/507/Male/m/507_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/507/Male/m/507_2.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/507/Male/m/507_3.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/2.gif
Box Skip,http://www.bodybuilding.com/exercises/exerciseImages/sequences/767/Male/m/767_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/767/Male/m/767_2.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/767/Male/m/767_3.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/767/Male/m/767_4.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif
Box Squat with Bands,http://www.bodybuilding.com/exercises/exerciseImages/sequences/666/Male/m/666_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/666/Male/m/666_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Brachialis-SMR,http://www.bodybuilding.com/exercises/exerciseImages/sequences/624/Male/m/624_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/624/Male/m/624_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif
Butt Lift (Bridge),http://www.bodybuilding.com/exercises/exerciseImages/sequences/99/Male/m/99_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/99/Male/m/99_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/14.gif
Butterfly,http://www.bodybuilding.com/exercises/exerciseImages/sequences/214/Male/m/214_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/214/Male/m/214_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif
Backward Drag,http://www.bodybuilding.com/exercises/exerciseImages/sequences/728/Male/m/728_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/728/Male/m/728_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Balance Board,http://www.bodybuilding.com/exercises/exerciseImages/sequences/263/Male/m/263_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/263/Male/m/263_2.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/263/Male/m/263_3.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/9.gif
Band Assisted Pull-Up,http://www.bodybuilding.com/exercises/exerciseImages/sequences/849/Male/m/849_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/849/Male/m/849_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/3.gif
Band Good Morning (Pull Through),http://www.bodybuilding.com/exercises/exerciseImages/sequences/740/Male/m/740_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/740/Male/m/740_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif
Band Pull Apart,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1351/Male/m/1351_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1351/Male/m/1351_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/12.gif
Barbell Ab Rollout,http://www.bodybuilding.com/exercises/exerciseImages/sequences/207/Male/m/207_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/207/Male/m/207_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/13.gif
Barbell Bench Press - Medium Grip,http://www.bodybuilding.com/exercises/exerciseImages/sequences/360/Male/m/360_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/360/Male/m/360_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif
Barbell Curls Lying Against An Incline,http://www.bodybuilding.com/exercises/exerciseImages/sequences/300/Male/m/300_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/300/Male/m/300_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif
Barbell Full Squat,http://www.bodybuilding.com/exercises/exerciseImages/sequences/64/Male/m/64_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/64/Male/m/64_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Barbell Guillotine Bench Press,http://www.bodybuilding.com/exercises/exerciseImages/sequences/305/Male/m/305_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/305/Male/m/305_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif
Barbell Hip Thrust,http://www.bodybuilding.com/exercises/exerciseImages/sequences/661/Male/m/661_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/661/Male/m/661_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/14.gif
Barbell Incline Shoulder Raise,http://www.bodybuilding.com/exercises/exerciseImages/sequences/306/Male/m/306_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/306/Male/m/306_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/12.gif
Barbell Rear Delt Row,http://www.bodybuilding.com/exercises/exerciseImages/sequences/307/Male/m/307_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/307/Male/m/307_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/12.gif
Barbell Seated Calf Raise,http://www.bodybuilding.com/exercises/exerciseImages/sequences/176/Male/m/176_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/176/Male/m/176_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/9.gif
Barbell Shrug,http://www.bodybuilding.com/exercises/exerciseImages/sequences/97/Male/m/97_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/97/Male/m/97_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/11.gif
Barbell Side Bend,http://www.bodybuilding.com/exercises/exerciseImages/sequences/87/Male/m/87_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/87/Male/m/87_2.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/87/Male/m/87_3.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/13.gif
Barbell Squat,http://www.bodybuilding.com/exercises/exerciseImages/sequences/31/Male/m/31_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/31/Male/m/31_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Barbell Step Ups,http://www.bodybuilding.com/exercises/exerciseImages/sequences/62/Male/m/62_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/62/Male/m/62_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Battling Ropes,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1711/Male/m/1711_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1711/Male/m/1711_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/12.gif
Behind Head Chest Stretch,http://www.bodybuilding.com/exercises/exerciseImages/sequences/582/Male/m/582_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/582/Male/m/582_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif
Bench Jump,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1891/Male/m/1891_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1891/Male/m/1891_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Bench Press - With Bands,http://www.bodybuilding.com/exercises/exerciseImages/sequences/254/Male/m/254_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/254/Male/m/254_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif
Bench Sprint,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1901/Male/m/1901_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1901/Male/m/1901_2.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1901/Male/m/1901_3.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/7.gif
Bent Over Dumbbell Rear Delt Raise With Head On Bench,http://www.bodybuilding.com/exercises/exerciseImages/sequences/83/Male/m/83_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/83/Male/m/83_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/12.gif
Bent Over One-Arm Long Bar Row,http://www.bodybuilding.com/exercises/exerciseImages/sequences/19/Male/m/19_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/19/Male/m/19_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif
Bent Over Two-Dumbbell Row,http://www.bodybuilding.com/exercises/exerciseImages/sequences/16/Male/m/16_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/16/Male/m/16_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif
Bent Press,http://www.bodybuilding.com/exercises/exerciseImages/sequences/196/Male/m/196_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/196/Male/m/196_2.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/196/Male/m/196_3.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/13.gif
Bent-Arm Dumbbell Pullover,http://www.bodybuilding.com/exercises/exerciseImages/sequences/40/Male/m/40_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/40/Male/m/40_2.jpg,http://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif
